SalesOrderID,SalesOrderDetailID,CarrierTrackingNumber,OrderQty,ProductID,SpecialOfferID,UnitPrice,UnitPriceDiscount,LineTotal,rowguid,ModifiedDate
43664,54,2F44-4BA1-BB,4,775,1,2024.994,0,8099.976,...,"2001-07-01 00:00:00"
43664,55,2F44-4BA1-BB,1,714,1,28.8404,0,28.8404,...,"2001-07-01 00:00:00"
43664,56,2F44-4BA1-BB,1,716,1,28.8404,0,28.8404,...,"2001-07-01 00:00:00"
43664,57,2F44-4BA1-BB,2,777,1,2024.994,0,4049.988,...,"2001-07-01 00:00:00"
43664,58,2F44-4BA1-BB,3,771,1,2039.994,0,6119.982,...,"2001-07-01 00:00:00"
43664,59,2F44-4BA1-BB,1,773,1,2039.994,0,2039.994,...,"2001-07-01 00:00:00"
43664,60,2F44-4BA1-BB,1,778,1,2024.994,0,2024.994,...,"2001-07-01 00:00:00"
43665,61,19F0-4638-8E,2,711,1,20.1865,0,40.373,...,"2001-07-01 00:00:00"
43665,62,19F0-4638-8E,1,773,1,2039.994,0,2039.994,...,"2001-07-01 00:00:00"
43665,63,19F0-4638-8E,1,707,1,20.1865,0,20.1865,...,"2001-07-01 00:00:00"
43665,64,19F0-4638-8E,2,715,1,28.8404,0,57.6808,...,"2001-07-01 00:00:00"
43665,65,19F0-4638-8E,2,777,1,2024.994,0,4049.988,...,"2001-07-01 00:00:00"
43665,66,19F0-4638-8E,2,712,1,5.1865,0,10.373,...,"2001-07-01 00:00:00"
43665,67,19F0-4638-8E,2,775,1,2024.994,0,4049.988,...,"2001-07-01 00:00:00"
43665,68,19F0-4638-8E,1,778,1,2024.994,0,2024.994,...,"2001-07-01 00:00:00"
43665,69,19F0-4638-8E,6,709,1,5.7,0,34.2,...,"2001-07-01 00:00:00"
43665,70,19F0-4638-8E,1,776,1,2024.994,0,2024.994,...,"2001-07-01 00:00:00"
43666,71,D46A-40CA-8D,1,764,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43666,72,D46A-40CA-8D,1,753,1,2146.962,0,2146.962,...,"2001-07-01 00:00:00"
43666,73,D46A-40CA-8D,1,732,1,356.898,0,356.898,...,"2001-07-01 00:00:00"
43666,74,D46A-40CA-8D,1,756,1,874.794,0,874.794,...,"2001-07-01 00:00:00"
43666,75,D46A-40CA-8D,2,768,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43666,76,D46A-40CA-8D,1,766,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43667,77,4DFB-4B10-A6,3,710,1,5.7,0,17.1,...,"2001-07-01 00:00:00"
43667,78,4DFB-4B10-A6,1,773,1,2039.994,0,2039.994,...,"2001-07-01 00:00:00"
43667,79,4DFB-4B10-A6,1,778,1,2024.994,0,2024.994,...,"2001-07-01 00:00:00"
43667,80,4DFB-4B10-A6,1,775,1,2024.994,0,2024.994,...,"2001-07-01 00:00:00"
43668,81,365D-4C9A-BE,3,756,1,874.794,0,2624.382,...,"2001-07-01 00:00:00"
43668,82,365D-4C9A-BE,2,753,1,2146.962,0,4293.924,...,"2001-07-01 00:00:00"
43668,83,365D-4C9A-BE,7,760,1,419.4589,0,2936.2123,...,"2001-07-01 00:00:00"
43668,84,365D-4C9A-BE,6,765,1,419.4589,0,2516.7534,...,"2001-07-01 00:00:00"
43668,85,365D-4C9A-BE,6,715,1,28.8404,0,173.0424,...,"2001-07-01 00:00:00"
43668,86,365D-4C9A-BE,6,730,1,183.9382,0,1103.6292,...,"2001-07-01 00:00:00"
43668,87,365D-4C9A-BE,2,707,1,20.1865,0,40.373,...,"2001-07-01 00:00:00"
43668,88,365D-4C9A-BE,2,711,1,20.1865,0,40.373,...,"2001-07-01 00:00:00"
43668,89,365D-4C9A-BE,2,754,1,874.794,0,1749.588,...,"2001-07-01 00:00:00"
43668,90,365D-4C9A-BE,4,712,1,5.1865,0,20.746,...,"2001-07-01 00:00:00"
43668,91,365D-4C9A-BE,2,729,1,183.9382,0,367.8764,...,"2001-07-01 00:00:00"
43668,92,365D-4C9A-BE,3,755,1,874.794,0,2624.382,...,"2001-07-01 00:00:00"
43668,93,365D-4C9A-BE,3,761,1,419.4589,0,1258.3767,...,"2001-07-01 00:00:00"
43668,94,365D-4C9A-BE,2,770,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43668,95,365D-4C9A-BE,3,726,1,183.9382,0,551.8146,...,"2001-07-01 00:00:00"
43668,96,365D-4C9A-BE,2,764,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43668,97,365D-4C9A-BE,2,766,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43668,98,365D-4C9A-BE,2,725,1,183.9382,0,367.8764,...,"2001-07-01 00:00:00"
43668,99,365D-4C9A-BE,1,716,1,28.8404,0,28.8404,...,"2001-07-01 00:00:00"
43668,100,365D-4C9A-BE,2,768,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43668,101,365D-4C9A-BE,4,732,1,356.898,0,1427.592,...,"2001-07-01 00:00:00"
43668,102,365D-4C9A-BE,6,758,1,874.794,0,5248.764,...,"2001-07-01 00:00:00"
43668,103,365D-4C9A-BE,4,762,1,419.4589,0,1677.8356,...,"2001-07-01 00:00:00"
43668,104,365D-4C9A-BE,3,738,1,178.5808,0,535.7424,...,"2001-07-01 00:00:00"
43668,105,365D-4C9A-BE,4,714,1,28.8404,0,115.3616,...,"2001-07-01 00:00:00"
43668,106,365D-4C9A-BE,3,722,1,178.5808,0,535.7424,...,"2001-07-01 00:00:00"
43668,107,365D-4C9A-BE,1,708,1,20.1865,0,20.1865,...,"2001-07-01 00:00:00"
43668,108,365D-4C9A-BE,3,733,1,356.898,0,1070.694,...,"2001-07-01 00:00:00"
43668,109,365D-4C9A-BE,3,763,1,419.4589,0,1258.3767,...,"2001-07-01 00:00:00"
43669,110,B65C-4867-86,1,747,1,714.7043,0,714.7043,...,"2001-07-01 00:00:00"
43670,111,F101-4649-85,1,710,1,5.7,0,5.7,...,"2001-07-01 00:00:00"
43670,112,F101-4649-85,2,709,1,5.7,0,11.4,...,"2001-07-01 00:00:00"
43670,113,F101-4649-85,2,773,1,2039.994,0,4079.988,...,"2001-07-01 00:00:00"
43670,114,F101-4649-85,1,776,1,2024.994,0,2024.994,...,"2001-07-01 00:00:00"
43671,115,DFD9-41B7-94,1,753,1,2146.962,0,2146.962,...,"2001-07-01 00:00:00"
43671,116,DFD9-41B7-94,2,714,1,28.8404,0,57.6808,...,"2001-07-01 00:00:00"
43671,117,DFD9-41B7-94,1,756,1,874.794,0,874.794,...,"2001-07-01 00:00:00"
43671,118,DFD9-41B7-94,2,768,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43671,119,DFD9-41B7-94,2,732,1,356.898,0,713.796,...,"2001-07-01 00:00:00"
43671,120,DFD9-41B7-94,2,763,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43671,121,DFD9-41B7-94,2,755,1,874.794,0,1749.588,...,"2001-07-01 00:00:00"
43671,122,DFD9-41B7-94,2,764,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43671,123,DFD9-41B7-94,1,716,1,28.8404,0,28.8404,...,"2001-07-01 00:00:00"
43671,124,DFD9-41B7-94,1,711,1,20.1865,0,20.1865,...,"2001-07-01 00:00:00"
43671,125,DFD9-41B7-94,1,708,1,20.1865,0,20.1865,...,"2001-07-01 00:00:00"
43672,126,F4B5-48D0-BA,6,709,1,5.7,0,34.2,...,"2001-07-01 00:00:00"
43672,127,F4B5-48D0-BA,2,776,1,2024.994,0,4049.988,...,"2001-07-01 00:00:00"
43672,128,F4B5-48D0-BA,1,774,1,2039.994,0,2039.994,...,"2001-07-01 00:00:00"
43673,129,260F-4DCF-A1,1,754,1,874.794,0,874.794,...,"2001-07-01 00:00:00"
43673,130,260F-4DCF-A1,3,715,1,28.8404,0,86.5212,...,"2001-07-01 00:00:00"
43673,131,260F-4DCF-A1,1,729,1,183.9382,0,183.9382,...,"2001-07-01 00:00:00"
43673,132,260F-4DCF-A1,2,761,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43673,133,260F-4DCF-A1,1,762,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43673,134,260F-4DCF-A1,2,738,1,178.5808,0,357.1616,...,"2001-07-01 00:00:00"
43673,135,260F-4DCF-A1,2,770,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43673,136,260F-4DCF-A1,1,712,1,5.1865,0,5.1865,...,"2001-07-01 00:00:00"
43673,137,260F-4DCF-A1,2,708,1,20.1865,0,40.373,...,"2001-07-01 00:00:00"
43673,138,260F-4DCF-A1,1,711,1,20.1865,0,20.1865,...,"2001-07-01 00:00:00"
43673,139,260F-4DCF-A1,4,707,1,20.1865,0,80.746,...,"2001-07-01 00:00:00"
43674,140,4C12-4FF9-80,3,758,1,874.794,0,2624.382,...,"2001-07-01 00:00:00"
43675,141,5069-4470-BE,4,761,1,419.4589,0,1677.8356,...,"2001-07-01 00:00:00"
43675,142,5069-4470-BE,5,711,1,20.1865,0,100.9325,...,"2001-07-01 00:00:00"
43675,143,5069-4470-BE,2,738,1,178.5808,0,357.1616,...,"2001-07-01 00:00:00"
43675,144,5069-4470-BE,1,708,1,20.1865,0,20.1865,...,"2001-07-01 00:00:00"
43675,145,5069-4470-BE,2,762,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43675,146,5069-4470-BE,2,758,1,874.794,0,1749.588,...,"2001-07-01 00:00:00"
43675,147,5069-4470-BE,2,712,1,5.1865,0,10.373,...,"2001-07-01 00:00:00"
43675,148,5069-4470-BE,1,754,1,874.794,0,874.794,...,"2001-07-01 00:00:00"
43675,149,5069-4470-BE,3,715,1,28.8404,0,86.5212,...,"2001-07-01 00:00:00"
43676,150,11BA-4D19-B7,2,776,1,2024.994,0,4049.988,...,"2001-07-01 00:00:00"
43676,151,11BA-4D19-B7,2,778,1,2024.994,0,4049.988,...,"2001-07-01 00:00:00"
43676,152,11BA-4D19-B7,1,710,1,5.7,0,5.7,...,"2001-07-01 00:00:00"
43676,153,11BA-4D19-B7,3,775,1,2024.994,0,6074.982,...,"2001-07-01 00:00:00"
43676,154,11BA-4D19-B7,4,709,1,5.7,0,22.8,...,"2001-07-01 00:00:00"
43677,155,8E3A-4564-99,3,715,1,28.8404,0,86.5212,...,"2001-07-01 00:00:00"
43677,156,8E3A-4564-99,1,753,1,2146.962,0,2146.962,...,"2001-07-01 00:00:00"
43677,157,8E3A-4564-99,1,758,1,874.794,0,874.794,...,"2001-07-01 00:00:00"
43677,158,8E3A-4564-99,1,770,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43677,159,8E3A-4564-99,2,708,1,20.1865,0,40.373,...,"2001-07-01 00:00:00"
43677,160,8E3A-4564-99,4,760,1,419.4589,0,1677.8356,...,"2001-07-01 00:00:00"
43677,161,8E3A-4564-99,2,765,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43677,162,8E3A-4564-99,1,763,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43677,163,8E3A-4564-99,5,712,1,5.1865,0,25.9325,...,"2001-07-01 00:00:00"
43677,164,8E3A-4564-99,1,707,1,20.1865,0,20.1865,...,"2001-07-01 00:00:00"
43677,165,8E3A-4564-99,1,754,1,874.794,0,874.794,...,"2001-07-01 00:00:00"
43677,166,8E3A-4564-99,2,729,1,183.9382,0,367.8764,...,"2001-07-01 00:00:00"
43678,167,FBD8-4CE4-8B,1,760,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43678,168,FBD8-4CE4-8B,2,738,1,178.5808,0,357.1616,...,"2001-07-01 00:00:00"
43678,169,FBD8-4CE4-8B,1,765,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43678,170,FBD8-4CE4-8B,2,732,1,356.898,0,713.796,...,"2001-07-01 00:00:00"
43678,171,FBD8-4CE4-8B,3,762,1,419.4589,0,1258.3767,...,"2001-07-01 00:00:00"
43678,172,FBD8-4CE4-8B,2,761,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43678,173,FBD8-4CE4-8B,3,712,1,5.1865,0,15.5595,...,"2001-07-01 00:00:00"
43678,174,FBD8-4CE4-8B,4,708,1,20.1865,0,80.746,...,"2001-07-01 00:00:00"
43678,175,FBD8-4CE4-8B,2,729,1,183.9382,0,367.8764,...,"2001-07-01 00:00:00"
43678,176,FBD8-4CE4-8B,1,756,1,874.794,0,874.794,...,"2001-07-01 00:00:00"
43678,177,FBD8-4CE4-8B,2,725,1,183.9382,0,367.8764,...,"2001-07-01 00:00:00"
43678,178,FBD8-4CE4-8B,1,716,1,28.8404,0,28.8404,...,"2001-07-01 00:00:00"
43678,179,FBD8-4CE4-8B,1,770,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43678,180,FBD8-4CE4-8B,2,758,1,874.794,0,1749.588,...,"2001-07-01 00:00:00"
43678,181,FBD8-4CE4-8B,2,715,1,28.8404,0,57.6808,...,"2001-07-01 00:00:00"
43678,182,FBD8-4CE4-8B,1,754,1,874.794,0,874.794,...,"2001-07-01 00:00:00"
43678,183,FBD8-4CE4-8B,1,755,1,874.794,0,874.794,...,"2001-07-01 00:00:00"
43678,184,FBD8-4CE4-8B,3,711,1,20.1865,0,60.5595,...,"2001-07-01 00:00:00"
43678,185,FBD8-4CE4-8B,1,707,1,20.1865,0,20.1865,...,"2001-07-01 00:00:00"
43679,186,918F-49F3-AD,1,760,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43679,187,918F-49F3-AD,2,770,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43679,188,918F-49F3-AD,2,715,1,28.8404,0,57.6808,...,"2001-07-01 00:00:00"
43680,189,FF1F-4DD0-98,3,760,1,419.4589,0,1258.3767,...,"2001-07-01 00:00:00"
43680,190,FF1F-4DD0-98,2,756,1,874.794,0,1749.588,...,"2001-07-01 00:00:00"
43680,191,FF1F-4DD0-98,2,738,1,178.5808,0,357.1616,...,"2001-07-01 00:00:00"
43680,192,FF1F-4DD0-98,4,707,1,20.1865,0,80.746,...,"2001-07-01 00:00:00"
43680,193,FF1F-4DD0-98,1,729,1,183.9382,0,183.9382,...,"2001-07-01 00:00:00"
43680,194,FF1F-4DD0-98,1,711,1,20.1865,0,20.1865,...,"2001-07-01 00:00:00"
43680,195,FF1F-4DD0-98,2,715,1,28.8404,0,57.6808,...,"2001-07-01 00:00:00"
43680,196,FF1F-4DD0-98,2,725,1,183.9382,0,367.8764,...,"2001-07-01 00:00:00"
43680,197,FF1F-4DD0-98,1,758,1,874.794,0,874.794,...,"2001-07-01 00:00:00"
43680,198,FF1F-4DD0-98,1,761,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43680,199,FF1F-4DD0-98,2,753,1,2146.962,0,4293.924,...,"2001-07-01 00:00:00"
43680,200,FF1F-4DD0-98,2,708,1,20.1865,0,40.373,...,"2001-07-01 00:00:00"
43680,201,FF1F-4DD0-98,3,765,1,419.4589,0,1258.3767,...,"2001-07-01 00:00:00"
43680,202,FF1F-4DD0-98,3,712,1,5.1865,0,15.5595,...,"2001-07-01 00:00:00"
43680,203,FF1F-4DD0-98,1,763,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43681,204,6D51-449D-B3,6,715,1,28.8404,0,173.0424,...,"2001-07-01 00:00:00"
43681,205,6D51-449D-B3,5,762,1,419.4589,0,2097.2945,...,"2001-07-01 00:00:00"
43681,206,6D51-449D-B3,1,732,1,356.898,0,356.898,...,"2001-07-01 00:00:00"
43681,207,6D51-449D-B3,1,707,1,20.1865,0,20.1865,...,"2001-07-01 00:00:00"
43681,208,6D51-449D-B3,1,729,1,183.9382,0,183.9382,...,"2001-07-01 00:00:00"
43681,209,6D51-449D-B3,2,708,1,20.1865,0,40.373,...,"2001-07-01 00:00:00"
43681,210,6D51-449D-B3,3,770,1,419.4589,0,1258.3767,...,"2001-07-01 00:00:00"
43681,211,6D51-449D-B3,2,730,1,183.9382,0,367.8764,...,"2001-07-01 00:00:00"
43681,212,6D51-449D-B3,3,758,1,874.794,0,2624.382,...,"2001-07-01 00:00:00"
43681,213,6D51-449D-B3,1,768,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43681,214,6D51-449D-B3,2,761,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43681,215,6D51-449D-B3,2,738,1,178.5808,0,357.1616,...,"2001-07-01 00:00:00"
43681,216,6D51-449D-B3,1,753,1,2146.962,0,2146.962,...,"2001-07-01 00:00:00"
43681,217,6D51-449D-B3,2,714,1,28.8404,0,57.6808,...,"2001-07-01 00:00:00"
43681,218,6D51-449D-B3,2,764,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43681,219,6D51-449D-B3,2,760,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43681,220,6D51-449D-B3,1,756,1,874.794,0,874.794,...,"2001-07-01 00:00:00"
43681,221,6D51-449D-B3,2,716,1,28.8404,0,57.6808,...,"2001-07-01 00:00:00"
43681,222,6D51-449D-B3,2,711,1,20.1865,0,40.373,...,"2001-07-01 00:00:00"
43681,223,6D51-449D-B3,1,725,1,183.9382,0,183.9382,...,"2001-07-01 00:00:00"
43681,224,6D51-449D-B3,2,712,1,5.1865,0,10.373,...,"2001-07-01 00:00:00"
43682,225,ECD4-43A8-A8,2,758,1,874.794,0,1749.588,...,"2001-07-01 00:00:00"
43682,226,ECD4-43A8-A8,1,762,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43682,227,ECD4-43A8-A8,2,760,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43682,228,ECD4-43A8-A8,2,770,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43682,229,ECD4-43A8-A8,1,715,1,28.8404,0,28.8404,...,"2001-07-01 00:00:00"
43683,230,2299-44F7-95,2,776,1,2024.994,0,4049.988,...,"2001-07-01 00:00:00"
43683,231,2299-44F7-95,2,715,1,28.8404,0,57.6808,...,"2001-07-01 00:00:00"
43683,232,2299-44F7-95,2,773,1,2039.994,0,4079.988,...,"2001-07-01 00:00:00"
43683,233,2299-44F7-95,1,774,1,2039.994,0,2039.994,...,"2001-07-01 00:00:00"
43683,234,2299-44F7-95,1,708,1,20.1865,0,20.1865,...,"2001-07-01 00:00:00"
43683,235,2299-44F7-95,2,711,1,20.1865,0,40.373,...,"2001-07-01 00:00:00"
43683,236,2299-44F7-95,3,712,1,5.1865,0,15.5595,...,"2001-07-01 00:00:00"
43683,237,2299-44F7-95,4,775,1,2024.994,0,8099.976,...,"2001-07-01 00:00:00"
43683,238,2299-44F7-95,6,777,1,2024.994,0,12149.964,...,"2001-07-01 00:00:00"
43683,239,2299-44F7-95,1,772,1,2039.994,0,2039.994,...,"2001-07-01 00:00:00"
43683,240,2299-44F7-95,3,707,1,20.1865,0,60.5595,...,"2001-07-01 00:00:00"
43683,241,2299-44F7-95,5,778,1,2024.994,0,10124.97,...,"2001-07-01 00:00:00"
43683,242,2299-44F7-95,6,709,1,5.7,0,34.2,...,"2001-07-01 00:00:00"
43684,243,8C01-4CC0-A9,2,754,1,874.794,0,1749.588,...,"2001-07-01 00:00:00"
43684,244,8C01-4CC0-A9,2,762,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43684,245,8C01-4CC0-A9,1,760,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43684,246,8C01-4CC0-A9,2,758,1,874.794,0,1749.588,...,"2001-07-01 00:00:00"
43684,247,8C01-4CC0-A9,1,770,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43684,248,8C01-4CC0-A9,1,763,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43685,249,C519-4AB3-88,3,765,1,419.4589,0,1258.3767,...,"2001-07-01 00:00:00"
43685,250,C519-4AB3-88,1,763,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43685,251,C519-4AB3-88,1,754,1,874.794,0,874.794,...,"2001-07-01 00:00:00"
43685,252,C519-4AB3-88,1,725,1,183.9382,0,183.9382,...,"2001-07-01 00:00:00"
43686,253,FBD0-4F71-80,3,758,1,874.794,0,2624.382,...,"2001-07-01 00:00:00"
43686,254,FBD0-4F71-80,1,762,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43686,255,FBD0-4F71-80,1,770,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43687,256,61FA-475A-AC,1,768,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43687,257,61FA-475A-AC,2,765,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43688,258,16F4-456B-9A,1,725,1,183.9382,0,183.9382,...,"2001-07-01 00:00:00"
43688,259,16F4-456B-9A,2,760,1,419.4589,0,838.9178,...,"2001-07-01 00:00:00"
43688,260,16F4-456B-9A,3,762,1,419.4589,0,1258.3767,...,"2001-07-01 00:00:00"
43688,261,16F4-456B-9A,1,738,1,178.5808,0,178.5808,...,"2001-07-01 00:00:00"
43688,262,16F4-456B-9A,1,763,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43688,263,16F4-456B-9A,2,729,1,183.9382,0,367.8764,...,"2001-07-01 00:00:00"
43688,264,16F4-456B-9A,2,754,1,874.794,0,1749.588,...,"2001-07-01 00:00:00"
43688,265,16F4-456B-9A,2,758,1,874.794,0,1749.588,...,"2001-07-01 00:00:00"
43688,266,16F4-456B-9A,3,765,1,419.4589,0,1258.3767,...,"2001-07-01 00:00:00"
43688,267,16F4-456B-9A,1,770,1,419.4589,0,419.4589,...,"2001-07-01 00:00:00"
43688,268,16F4-456B-9A,2,753,1,2146.962,0,4293.924,...,"2001-07-01 00:00:00"
43689,269,DCD9-4C9A-AB,3,764,1,419.4589,0,1258.3767,...,"2001-07-01 00:00:00"
43689,270,DCD9-4C9A-AB,2,738,1,178.5808,0,357.1616,...,"2001-07-01 00:00:00"
43689,271,DCD9-4C9A-AB,2,725,1,183.9382,0,367.8764,...,"2001-07-01 00:00:00"
43689,272,DCD9-4C9A-AB,1,753,1,2146.962,0,2146.962,...,"2001-07-01 00:00:00"
43689,273,DCD9-4C9A-AB,2,755,1,874.794,0,1749.588,...,"2001-07-01 00:00:00"
43689,274,DCD9-4C9A-AB,4,766,1,419.4589,0,1677.8356,...,"2001-07-01 00:00:00"
