SpecialOfferID,ProductID,rowguid,ModifiedDate
1,778,...,"2001-05-02 00:00:00"
1,779,...,"2001-05-02 00:00:00"
1,780,...,"2001-05-02 00:00:00"
1,781,...,"2001-05-02 00:00:00"
1,782,...,"2001-05-02 00:00:00"
1,783,...,"2001-05-02 00:00:00"
1,784,...,"2001-05-02 00:00:00"
1,785,...,"2001-05-02 00:00:00"
1,786,...,"2001-05-02 00:00:00"
1,787,...,"2001-05-02 00:00:00"
1,788,...,"2001-05-02 00:00:00"
1,789,...,"2001-05-02 00:00:00"
1,790,...,"2001-05-02 00:00:00"
1,791,...,"2001-05-02 00:00:00"
1,792,...,"2001-05-02 00:00:00"
1,793,...,"2001-05-02 00:00:00"
1,794,...,"2001-05-02 00:00:00"
1,795,...,"2001-05-02 00:00:00"
1,796,...,"2001-05-02 00:00:00"
1,797,...,"2001-05-02 00:00:00"
1,798,...,"2001-05-02 00:00:00"
1,799,...,"2001-05-02 00:00:00"
1,800,...,"2001-05-02 00:00:00"
1,801,...,"2001-05-02 00:00:00"
1,802,...,"2001-05-02 00:00:00"
1,803,...,"2001-05-02 00:00:00"
1,804,...,"2001-05-02 00:00:00"
1,805,...,"2001-05-02 00:00:00"
1,806,...,"2001-05-02 00:00:00"
1,807,...,"2001-05-02 00:00:00"
1,808,...,"2001-05-02 00:00:00"
1,809,...,"2001-05-02 00:00:00"
1,810,...,"2001-05-02 00:00:00"
1,811,...,"2001-05-02 00:00:00"
1,812,...,"2001-05-02 00:00:00"
1,813,...,"2001-05-02 00:00:00"
1,814,...,"2001-05-02 00:00:00"
1,815,...,"2001-05-02 00:00:00"
1,816,...,"2001-05-02 00:00:00"
1,817,...,"2001-05-02 00:00:00"
1,818,...,"2001-05-02 00:00:00"
1,819,...,"2001-05-02 00:00:00"
1,820,...,"2001-05-02 00:00:00"
1,821,...,"2001-05-02 00:00:00"
1,822,...,"2001-05-02 00:00:00"
1,823,...,"2001-05-02 00:00:00"
1,824,...,"2001-05-02 00:00:00"
1,825,...,"2001-05-02 00:00:00"
1,826,...,"2001-05-02 00:00:00"
1,827,...,"2001-05-02 00:00:00"
1,828,...,"2001-05-02 00:00:00"
1,829,...,"2001-05-02 00:00:00"
1,830,...,"2001-05-02 00:00:00"
1,831,...,"2001-05-02 00:00:00"
1,832,...,"2001-05-02 00:00:00"
1,833,...,"2001-05-02 00:00:00"
1,834,...,"2001-05-02 00:00:00"
1,835,...,"2001-05-02 00:00:00"
1,836,...,"2001-05-02 00:00:00"
1,837,...,"2001-05-02 00:00:00"
1,838,...,"2001-05-02 00:00:00"
1,839,...,"2001-05-02 00:00:00"
1,840,...,"2001-05-02 00:00:00"
1,841,...,"2001-05-02 00:00:00"
1,842,...,"2001-05-02 00:00:00"
1,843,...,"2001-05-02 00:00:00"
1,844,...,"2001-05-02 00:00:00"
1,845,...,"2001-05-02 00:00:00"
1,846,...,"2001-05-02 00:00:00"
1,847,...,"2001-05-02 00:00:00"
1,848,...,"2001-05-02 00:00:00"
1,849,...,"2001-05-02 00:00:00"
1,850,...,"2001-05-02 00:00:00"
1,851,...,"2001-05-02 00:00:00"
1,852,...,"2001-05-02 00:00:00"
1,853,...,"2001-05-02 00:00:00"
1,854,...,"2001-05-02 00:00:00"
1,855,...,"2001-05-02 00:00:00"
1,856,...,"2001-05-02 00:00:00"
1,857,...,"2001-05-02 00:00:00"
1,858,...,"2001-05-02 00:00:00"
1,859,...,"2001-05-02 00:00:00"
1,860,...,"2001-05-02 00:00:00"
1,861,...,"2001-05-02 00:00:00"
1,862,...,"2001-05-02 00:00:00"
1,863,...,"2001-05-02 00:00:00"
1,864,...,"2001-05-02 00:00:00"
1,865,...,"2001-05-02 00:00:00"
1,866,...,"2001-05-02 00:00:00"
1,867,...,"2001-05-02 00:00:00"
1,868,...,"2001-05-02 00:00:00"
1,869,...,"2001-05-02 00:00:00"
1,870,...,"2001-05-02 00:00:00"
1,871,...,"2001-05-02 00:00:00"
1,872,...,"2001-05-02 00:00:00"
1,873,...,"2001-05-02 00:00:00"
1,874,...,"2001-05-02 00:00:00"
1,875,...,"2001-05-02 00:00:00"
1,876,...,"2001-05-02 00:00:00"
1,877,...,"2001-05-02 00:00:00"
1,878,...,"2001-05-02 00:00:00"
1,879,...,"2001-05-02 00:00:00"
1,880,...,"2001-05-02 00:00:00"
1,881,...,"2001-05-02 00:00:00"
1,882,...,"2001-05-02 00:00:00"
1,883,...,"2001-05-02 00:00:00"
1,884,...,"2001-05-02 00:00:00"
1,885,...,"2001-05-02 00:00:00"
1,886,...,"2001-05-02 00:00:00"
1,887,...,"2001-05-02 00:00:00"
1,888,...,"2001-05-02 00:00:00"
1,889,...,"2001-05-02 00:00:00"
1,890,...,"2001-05-02 00:00:00"
1,891,...,"2001-05-02 00:00:00"
1,892,...,"2001-05-02 00:00:00"
1,893,...,"2001-05-02 00:00:00"
1,894,...,"2001-05-02 00:00:00"
1,895,...,"2001-05-02 00:00:00"
1,896,...,"2001-05-02 00:00:00"
1,897,...,"2001-05-02 00:00:00"
1,898,...,"2001-05-02 00:00:00"
1,899,...,"2001-05-02 00:00:00"
1,900,...,"2001-05-02 00:00:00"
1,901,...,"2001-05-02 00:00:00"
1,902,...,"2001-05-02 00:00:00"
1,903,...,"2001-05-02 00:00:00"
1,904,...,"2001-05-02 00:00:00"
1,905,...,"2001-05-02 00:00:00"
1,906,...,"2001-05-02 00:00:00"
1,907,...,"2001-05-02 00:00:00"
1,908,...,"2001-05-02 00:00:00"
1,909,...,"2001-05-02 00:00:00"
1,910,...,"2001-05-02 00:00:00"
1,911,...,"2001-05-02 00:00:00"
1,912,...,"2001-05-02 00:00:00"
1,913,...,"2001-05-02 00:00:00"
1,914,...,"2001-05-02 00:00:00"
1,915,...,"2001-05-02 00:00:00"
1,916,...,"2001-05-02 00:00:00"
1,917,...,"2001-05-02 00:00:00"
1,918,...,"2001-05-02 00:00:00"
1,919,...,"2001-05-02 00:00:00"
1,920,...,"2001-05-02 00:00:00"
1,921,...,"2001-05-02 00:00:00"
1,922,...,"2001-05-02 00:00:00"
1,923,...,"2001-05-02 00:00:00"
1,924,...,"2001-05-02 00:00:00"
1,925,...,"2001-05-02 00:00:00"
1,926,...,"2001-05-02 00:00:00"
1,927,...,"2001-05-02 00:00:00"
1,928,...,"2001-05-02 00:00:00"
1,929,...,"2001-05-02 00:00:00"
1,930,...,"2001-05-02 00:00:00"
1,931,...,"2001-05-02 00:00:00"
1,932,...,"2001-05-02 00:00:00"
1,933,...,"2001-05-02 00:00:00"
1,934,...,"2001-05-02 00:00:00"
1,935,...,"2001-05-02 00:00:00"
1,936,...,"2001-05-02 00:00:00"
1,937,...,"2001-05-02 00:00:00"
1,938,...,"2001-05-02 00:00:00"
1,939,...,"2001-05-02 00:00:00"
1,940,...,"2001-05-02 00:00:00"
1,941,...,"2001-05-02 00:00:00"
1,942,...,"2001-05-02 00:00:00"
1,943,...,"2001-05-02 00:00:00"
1,944,...,"2001-05-02 00:00:00"
1,945,...,"2001-05-02 00:00:00"
1,946,...,"2001-05-02 00:00:00"
1,947,...,"2001-05-02 00:00:00"
1,948,...,"2001-05-02 00:00:00"
1,949,...,"2001-05-02 00:00:00"
1,950,...,"2001-05-02 00:00:00"
1,951,...,"2001-05-02 00:00:00"
1,952,...,"2001-05-02 00:00:00"
1,953,...,"2001-05-02 00:00:00"
1,954,...,"2001-05-02 00:00:00"
1,955,...,"2001-05-02 00:00:00"
1,956,...,"2001-05-02 00:00:00"
1,957,...,"2001-05-02 00:00:00"
1,958,...,"2001-05-02 00:00:00"
1,959,...,"2001-05-02 00:00:00"
1,960,...,"2001-05-02 00:00:00"
1,961,...,"2001-05-02 00:00:00"
1,962,...,"2001-05-02 00:00:00"
1,963,...,"2001-05-02 00:00:00"
1,964,...,"2001-05-02 00:00:00"
1,965,...,"2001-05-02 00:00:00"
1,966,...,"2001-05-02 00:00:00"
1,967,...,"2001-05-02 00:00:00"
1,968,...,"2001-05-02 00:00:00"
1,969,...,"2001-05-02 00:00:00"
1,970,...,"2001-05-02 00:00:00"
1,971,...,"2001-05-02 00:00:00"
1,972,...,"2001-05-02 00:00:00"
1,973,...,"2001-05-02 00:00:00"
1,974,...,"2001-05-02 00:00:00"
1,975,...,"2001-05-02 00:00:00"
1,976,...,"2001-05-02 00:00:00"
1,977,...,"2001-05-02 00:00:00"
1,978,...,"2001-05-02 00:00:00"
1,979,...,"2001-05-02 00:00:00"
1,980,...,"2001-05-02 00:00:00"
1,981,...,"2001-05-02 00:00:00"
1,982,...,"2001-05-02 00:00:00"
1,983,...,"2001-05-02 00:00:00"
1,984,...,"2001-05-02 00:00:00"
1,985,...,"2001-05-02 00:00:00"
1,986,...,"2001-05-02 00:00:00"
1,987,...,"2001-05-02 00:00:00"
1,988,...,"2001-05-02 00:00:00"
1,989,...,"2001-05-02 00:00:00"
1,990,...,"2001-05-02 00:00:00"
1,991,...,"2001-05-02 00:00:00"
1,992,...,"2001-05-02 00:00:00"
1,993,...,"2001-05-02 00:00:00"
1,994,...,"2001-05-02 00:00:00"
1,995,...,"2001-05-02 00:00:00"
1,996,...,"2001-05-02 00:00:00"
1,997,...,"2001-05-02 00:00:00"
1,998,...,"2001-05-02 00:00:00"
1,999,...,"2001-05-02 00:00:00"
2,707,...,"2001-06-01 00:00:00"
2,708,...,"2001-06-01 00:00:00"
2,709,...,"2001-06-01 00:00:00"
2,711,...,"2001-06-01 00:00:00"
2,712,...,"2001-06-01 00:00:00"
2,714,...,"2001-06-01 00:00:00"
2,715,...,"2001-06-01 00:00:00"
2,716,...,"2001-06-01 00:00:00"
2,725,...,"2001-06-01 00:00:00"
2,730,...,"2001-06-01 00:00:00"
2,738,...,"2001-06-01 00:00:00"
2,748,...,"2001-06-01 00:00:00"
2,754,...,"2001-06-01 00:00:00"
2,760,...,"2001-06-01 00:00:00"
2,761,...,"2001-06-01 00:00:00"
2,762,...,"2001-06-01 00:00:00"
2,763,...,"2001-06-01 00:00:00"
2,765,...,"2001-06-01 00:00:00"
2,766,...,"2001-06-01 00:00:00"
2,768,...,"2001-06-01 00:00:00"
2,770,...,"2001-06-01 00:00:00"
2,772,...,"2001-06-01 00:00:00"
2,773,...,"2001-06-01 00:00:00"
2,775,...,"2001-06-01 00:00:00"
2,776,...,"2001-06-01 00:00:00"
2,777,...,"2001-06-01 00:00:00"
2,779,...,"2001-06-01 00:00:00"
2,780,...,"2001-06-01 00:00:00"
2,781,...,"2001-06-01 00:00:00"
2,782,...,"2001-06-01 00:00:00"
2,783,...,"2001-06-01 00:00:00"
2,784,...,"2001-06-01 00:00:00"
2,785,...,"2001-06-01 00:00:00"
2,786,...,"2001-06-01 00:00:00"
2,788,...,"2001-06-01 00:00:00"
2,789,...,"2001-06-01 00:00:00"
2,790,...,"2001-06-01 00:00:00"
2,793,...,"2001-06-01 00:00:00"
2,794,...,"2001-06-01 00:00:00"
2,797,...,"2001-06-01 00:00:00"
2,798,...,"2001-06-01 00:00:00"
2,801,...,"2001-06-01 00:00:00"
2,804,...,"2001-06-01 00:00:00"
2,806,...,"2001-06-01 00:00:00"
2,808,...,"2001-06-01 00:00:00"
2,809,...,"2001-06-01 00:00:00"
2,815,...,"2001-06-01 00:00:00"
2,824,...,"2001-06-01 00:00:00"
2,825,...,"2001-06-01 00:00:00"
2,832,...,"2001-06-01 00:00:00"
2,835,...,"2001-06-01 00:00:00"
2,841,...,"2001-06-01 00:00:00"
2,843,...,"2001-06-01 00:00:00"
2,844,...,"2001-06-01 00:00:00"
2,849,...,"2001-06-01 00:00:00"
2,852,...,"2001-06-01 00:00:00"
2,854,...,"2001-06-01 00:00:00"
2,855,...,"2001-06-01 00:00:00"
2,856,...,"2001-06-01 00:00:00"
2,858,...,"2001-06-01 00:00:00"
2,859,...,"2001-06-01 00:00:00"
2,860,...,"2001-06-01 00:00:00"
2,862,...,"2001-06-01 00:00:00"
2,863,...,"2001-06-01 00:00:00"
2,864,...,"2001-06-01 00:00:00"
2,865,...,"2001-06-01 00:00:00"
2,867,...,"2001-06-01 00:00:00"
2,869,...,"2001-06-01 00:00:00"
2,870,...,"2001-06-01 00:00:00"
2,873,...,"2001-06-01 00:00:00"
2,874,...,"2001-06-01 00:00:00"
2,875,...,"2001-06-01 00:00:00"
2,876,...,"2001-06-01 00:00:00"
2,877,...,"2001-06-01 00:00:00"
2,880,...,"2001-06-01 00:00:00"
2,881,...,"2001-06-01 00:00:00"
2,883,...,"2001-06-01 00:00:00"
2,884,...,"2001-06-01 00:00:00"
2,885,...,"2001-06-01 00:00:00"
2,889,...,"2001-06-01 00:00:00"
2,892,...,"2001-06-01 00:00:00"
2,893,...,"2001-06-01 00:00:00"
2,899,...,"2001-06-01 00:00:00"
2,904,...,"2001-06-01 00:00:00"
2,908,...,"2001-06-01 00:00:00"
2,909,...,"2001-06-01 00:00:00"
2,917,...,"2001-06-01 00:00:00"
2,925,...,"2001-06-01 00:00:00"
2,937,...,"2001-06-01 00:00:00"
2,944,...,"2001-06-01 00:00:00"
2,945,...,"2001-06-01 00:00:00"
2,948,...,"2001-06-01 00:00:00"
2,951,...,"2001-06-01 00:00:00"
2,952,...,"2001-06-01 00:00:00"
2,953,...,"2001-06-01 00:00:00"
2,954,...,"2001-06-01 00:00:00"
2,957,...,"2001-06-01 00:00:00"
2,961,...,"2001-06-01 00:00:00"
2,965,...,"2001-06-01 00:00:00"
2,966,...,"2001-06-01 00:00:00"
2,969,...,"2001-06-01 00:00:00"
2,970,...,"2001-06-01 00:00:00"
2,972,...,"2001-06-01 00:00:00"
2,973,...,"2001-06-01 00:00:00"
2,974,...,"2001-06-01 00:00:00"
2,976,...,"2001-06-01 00:00:00"
2,979,...,"2001-06-01 00:00:00"
2,981,...,"2001-06-01 00:00:00"
2,983,...,"2001-06-01 00:00:00"
2,998,...,"2001-06-01 00:00:00"
2,999,...,"2001-06-01 00:00:00"
3,707,...,"2001-06-01 00:00:00"
3,708,...,"2001-06-01 00:00:00"
3,709,...,"2001-06-01 00:00:00"
3,711,...,"2001-06-01 00:00:00"
3,712,...,"2001-06-01 00:00:00"
3,714,...,"2001-06-01 00:00:00"
3,715,...,"2001-06-01 00:00:00"
3,760,...,"2001-06-01 00:00:00"
3,761,...,"2001-06-01 00:00:00"
3,762,...,"2001-06-01 00:00:00"
3,763,...,"2001-06-01 00:00:00"
3,765,...,"2001-06-01 00:00:00"
3,770,...,"2001-06-01 00:00:00"
3,780,...,"2001-06-01 00:00:00"
3,782,...,"2001-06-01 00:00:00"
3,783,...,"2001-06-01 00:00:00"
3,789,...,"2001-06-01 00:00:00"
3,801,...,"2001-06-01 00:00:00"
3,806,...,"2001-06-01 00:00:00"
3,808,...,"2001-06-01 00:00:00"
3,824,...,"2001-06-01 00:00:00"
3,825,...,"2001-06-01 00:00:00"
3,835,...,"2001-06-01 00:00:00"
3,849,...,"2001-06-01 00:00:00"
3,852,...,"2001-06-01 00:00:00"
3,854,...,"2001-06-01 00:00:00"
3,856,...,"2001-06-01 00:00:00"
3,858,...,"2001-06-01 00:00:00"
3,859,...,"2001-06-01 00:00:00"
3,862,...,"2001-06-01 00:00:00"
3,863,...,"2001-06-01 00:00:00"
3,864,...,"2001-06-01 00:00:00"
3,865,...,"2001-06-01 00:00:00"
3,867,...,"2001-06-01 00:00:00"
3,869,...,"2001-06-01 00:00:00"
3,870,...,"2001-06-01 00:00:00"
3,875,...,"2001-06-01 00:00:00"
3,876,...,"2001-06-01 00:00:00"
3,877,...,"2001-06-01 00:00:00"
3,880,...,"2001-06-01 00:00:00"
3,881,...,"2001-06-01 00:00:00"
3,883,...,"2001-06-01 00:00:00"
3,884,...,"2001-06-01 00:00:00"
3,886,...,"2001-06-01 00:00:00"
3,892,...,"2001-06-01 00:00:00"
3,893,...,"2001-06-01 00:00:00"
3,957,...,"2001-06-01 00:00:00"
3,966,...,"2001-06-01 00:00:00"
3,969,...,"2001-06-01 00:00:00"
3,972,...,"2001-06-01 00:00:00"
3,973,...,"2001-06-01 00:00:00"
3,974,...,"2001-06-01 00:00:00"
3,976,...,"2001-06-01 00:00:00"
3,979,...,"2001-06-01 00:00:00"
3,998,...,"2001-06-01 00:00:00"
4,709,...,"2001-06-01 00:00:00"
4,712,...,"2001-06-01 00:00:00"
4,715,...,"2001-06-01 00:00:00"
4,794,...,"2001-06-01 00:00:00"
4,852,...,"2001-06-01 00:00:00"
4,862,...,"2001-06-01 00:00:00"
4,863,...,"2001-06-01 00:00:00"
4,864,...,"2001-06-01 00:00:00"
4,867,...,"2001-06-01 00:00:00"
4,869,...,"2001-06-01 00:00:00"
4,870,...,"2001-06-01 00:00:00"
4,875,...,"2001-06-01 00:00:00"
4,876,...,"2001-06-01 00:00:00"
4,877,...,"2001-06-01 00:00:00"
4,884,...,"2001-06-01 00:00:00"
4,954,...,"2001-06-01 00:00:00"
4,976,...,"2001-06-01 00:00:00"
5,863,...,"2001-06-01 00:00:00"
5,869,...,"2001-06-01 00:00:00"
7,771,...,"2002-04-15 00:00:00"
7,772,...,"2002-04-15 00:00:00"
7,773,...,"2002-04-15 00:00:00"
7,774,...,"2002-04-15 00:00:00"
7,775,...,"2002-04-15 00:00:00"
7,776,...,"2002-04-15 00:00:00"
7,777,...,"2002-04-15 00:00:00"
7,778,...,"2002-04-15 00:00:00"
8,707,...,"2002-06-01 00:00:00"
8,708,...,"2002-06-01 00:00:00"
8,711,...,"2002-06-01 00:00:00"
9,762,...,"2002-06-01 00:00:00"
10,928,...,"2003-05-16 00:00:00"
10,929,...,"2003-05-16 00:00:00"
10,930,...,"2003-05-16 00:00:00"
11,707,...,"2003-06-01 00:00:00"
11,708,...,"2003-06-01 00:00:00"
11,711,...,"2003-06-01 00:00:00"
12,722,...,"2003-06-01 00:00:00"
12,723,...,"2003-06-01 00:00:00"
12,724,...,"2003-06-01 00:00:00"
12,725,...,"2003-06-01 00:00:00"
12,726,...,"2003-06-01 00:00:00"
12,727,...,"2003-06-01 00:00:00"
12,728,...,"2003-06-01 00:00:00"
12,729,...,"2003-06-01 00:00:00"
12,730,...,"2003-06-01 00:00:00"
12,736,...,"2003-06-01 00:00:00"
12,737,...,"2003-06-01 00:00:00"
12,738,...,"2003-06-01 00:00:00"
13,958,...,"2003-06-01 00:00:00"
13,959,...,"2003-06-01 00:00:00"
13,960,...,"2003-06-01 00:00:00"
13,961,...,"2003-06-01 00:00:00"
13,962,...,"2003-06-01 00:00:00"
13,963,...,"2003-06-01 00:00:00"
13,964,...,"2003-06-01 00:00:00"
13,965,...,"2003-06-01 00:00:00"
13,978,...,"2003-06-01 00:00:00"
13,979,...,"2003-06-01 00:00:00"
14,954,...,"2003-06-01 00:00:00"
14,955,...,"2003-06-01 00:00:00"
14,956,...,"2003-06-01 00:00:00"
14,957,...,"2003-06-01 00:00:00"
15,935,...,"2003-07-16 00:00:00"
15,936,...,"2003-07-16 00:00:00"
15,937,...,"2003-07-16 00:00:00"
15,938,...,"2003-07-16 00:00:00"
15,939,...,"2003-07-16 00:00:00"
15,940,...,"2003-07-16 00:00:00"
15,941,...,"2003-07-16 00:00:00"
16,782,...,"2004-04-01 00:00:00"
16,784,...,"2004-04-01 00:00:00"
16,984,...,"2004-04-01 00:00:00"
16,985,...,"2004-04-01 00:00:00"
16,986,...,"2004-04-01 00:00:00"
16,987,...,"2004-04-01 00:00:00"
16,988,...,"2004-04-01 00:00:00"
