CustomerID,AddressID,AddressTypeID,rowguid,ModifiedDate
235,858,3,...,"2002-09-01 00:00:00"
236,859,3,...,"2002-08-01 00:00:00"
237,585,3,...,"2002-08-01 00:00:00"
238,586,3,...,"2001-09-01 00:00:00"
239,1027,3,...,"2002-09-01 00:00:00"
240,1028,3,...,"2001-08-01 00:00:00"
241,1029,3,...,"2003-07-01 00:00:00"
242,934,3,...,"2002-07-01 00:00:00"
243,935,3,...,"2003-06-01 00:00:00"
244,484,3,...,"2004-06-01 00:00:00"
245,485,3,...,"2002-07-01 00:00:00"
246,486,3,...,"2002-07-01 00:00:00"
247,688,3,...,"2002-08-01 00:00:00"
248,728,3,...,"2003-10-01 00:00:00"
249,418,3,...,"2003-09-01 00:00:00"
250,648,3,...,"2003-08-01 00:00:00"
251,781,3,...,"2003-08-01 00:00:00"
252,782,3,...,"2001-10-01 00:00:00"
253,860,3,...,"2002-07-01 00:00:00"
254,185,5,...,"2002-09-01 00:00:00"
254,861,3,...,"2002-09-01 00:00:00"
255,587,3,...,"2001-08-01 00:00:00"
256,588,3,...,"2001-08-01 00:00:00"
257,1030,3,...,"2002-08-01 00:00:00"
258,1031,3,...,"2002-08-01 00:00:00"
259,1032,3,...,"2001-08-01 00:00:00"
260,936,3,...,"2003-08-01 00:00:00"
261,937,3,...,"2003-08-01 00:00:00"
262,487,3,...,"2002-09-01 00:00:00"
263,488,3,...,"2003-08-01 00:00:00"
264,489,3,...,"2003-08-01 00:00:00"
265,689,3,...,"2002-07-01 00:00:00"
266,729,3,...,"2003-08-01 00:00:00"
267,419,3,...,"2003-09-01 00:00:00"
268,649,3,...,"2003-09-01 00:00:00"
269,783,3,...,"2001-07-01 00:00:00"
270,784,3,...,"2001-08-01 00:00:00"
271,862,3,...,"2001-11-01 00:00:00"
272,863,3,...,"2001-09-01 00:00:00"
273,589,3,...,"2001-09-01 00:00:00"
274,590,3,...,"2002-07-01 00:00:00"
275,1033,3,...,"2003-07-01 00:00:00"
276,1034,3,...,"2003-09-01 00:00:00"
277,1035,3,...,"2002-09-01 00:00:00"
278,30,5,...,"2001-08-01 00:00:00"
278,938,3,...,"2001-08-01 00:00:00"
279,939,3,...,"2001-09-01 00:00:00"
280,490,3,...,"2002-08-01 00:00:00"
281,491,3,...,"2003-09-01 00:00:00"
282,492,3,...,"2003-09-01 00:00:00"
283,690,3,...,"2003-08-01 00:00:00"
284,730,3,...,"2003-09-01 00:00:00"
285,420,3,...,"2003-09-01 00:00:00"
286,650,3,...,"2002-07-01 00:00:00"
287,785,3,...,"2001-08-01 00:00:00"
288,786,3,...,"2002-12-01 00:00:00"
289,864,3,...,"2001-08-01 00:00:00"
290,865,3,...,"2002-07-01 00:00:00"
291,591,3,...,"2002-09-01 00:00:00"
292,592,3,...,"2001-07-01 00:00:00"
293,1036,3,...,"2001-09-01 00:00:00"
294,1037,3,...,"2001-09-01 00:00:00"
295,1038,3,...,"2003-09-01 00:00:00"
296,940,3,...,"2002-08-01 00:00:00"
297,941,3,...,"2003-09-01 00:00:00"
298,493,3,...,"2003-09-01 00:00:00"
299,494,3,...,"2002-07-01 00:00:00"
300,495,3,...,"2002-09-01 00:00:00"
301,691,3,...,"2002-08-01 00:00:00"
302,731,3,...,"2003-07-01 00:00:00"
303,421,3,...,"2003-09-01 00:00:00"
304,651,3,...,"2003-09-01 00:00:00"
305,787,3,...,"2003-07-01 00:00:00"
306,788,3,...,"2002-09-01 00:00:00"
307,866,3,...,"2003-08-01 00:00:00"
308,867,3,...,"2003-09-01 00:00:00"
309,593,3,...,"2001-08-01 00:00:00"
310,594,3,...,"2002-08-01 00:00:00"
311,1039,3,...,"2002-09-01 00:00:00"
312,1040,3,...,"2001-08-01 00:00:00"
313,1041,3,...,"2001-11-01 00:00:00"
314,942,3,...,"2002-06-01 00:00:00"
315,943,3,...,"2001-07-01 00:00:00"
316,496,3,...,"2003-08-01 00:00:00"
317,497,3,...,"2001-08-01 00:00:00"
318,498,3,...,"2001-08-01 00:00:00"
319,692,3,...,"2003-09-01 00:00:00"
320,732,3,...,"2003-07-01 00:00:00"
321,422,3,...,"2003-08-01 00:00:00"
322,652,3,...,"2002-09-01 00:00:00"
323,789,3,...,"2002-08-01 00:00:00"
324,790,3,...,"2002-08-01 00:00:00"
325,9,5,...,"2002-07-01 00:00:00"
325,868,3,...,"2002-07-01 00:00:00"
326,869,3,...,"2001-08-01 00:00:00"
327,595,3,...,"2002-09-01 00:00:00"
328,596,3,...,"2001-08-01 00:00:00"
329,1042,3,...,"2001-08-01 00:00:00"
330,1043,3,...,"2001-12-01 00:00:00"
331,1044,3,...,"2003-07-01 00:00:00"
332,944,3,...,"2003-07-01 00:00:00"
333,945,3,...,"2003-07-01 00:00:00"
334,499,3,...,"2002-08-01 00:00:00"
335,500,3,...,"2001-08-01 00:00:00"
336,501,3,...,"2001-08-01 00:00:00"
337,693,3,...,"2002-07-01 00:00:00"
338,733,3,...,"2003-09-01 00:00:00"
339,423,3,...,"2003-08-01 00:00:00"
340,653,3,...,"2002-09-01 00:00:00"
341,791,3,...,"2002-09-01 00:00:00"
342,792,3,...,"2001-08-01 00:00:00"
343,870,3,...,"2002-08-01 00:00:00"
344,871,3,...,"2001-07-01 00:00:00"
345,597,3,...,"2002-08-01 00:00:00"
346,598,3,...,"2001-08-01 00:00:00"
347,1045,3,...,"2001-08-01 00:00:00"
348,1046,3,...,"2001-08-01 00:00:00"
349,1047,3,...,"2002-09-01 00:00:00"
350,946,3,...,"2002-11-01 00:00:00"
351,947,3,...,"2003-09-01 00:00:00"
352,502,3,...,"2002-08-01 00:00:00"
353,503,3,...,"2001-08-01 00:00:00"
354,504,3,...,"2001-08-01 00:00:00"
355,694,3,...,"2002-07-01 00:00:00"
356,734,3,...,"2002-07-01 00:00:00"
357,424,3,...,"2003-08-01 00:00:00"
358,654,3,...,"2003-08-01 00:00:00"
359,793,3,...,"2002-08-01 00:00:00"
360,794,3,...,"2003-08-01 00:00:00"
361,872,3,...,"2003-08-01 00:00:00"
362,873,3,...,"2003-08-01 00:00:00"
363,599,3,...,"2003-08-01 00:00:00"
364,600,3,...,"2001-08-01 00:00:00"
365,1048,3,...,"2001-09-01 00:00:00"
366,1049,3,...,"2001-09-01 00:00:00"
367,1050,3,...,"2001-09-01 00:00:00"
368,948,3,...,"2001-09-01 00:00:00"
369,949,3,...,"2001-09-01 00:00:00"
370,505,3,...,"2001-08-01 00:00:00"
371,506,3,...,"2001-08-01 00:00:00"
372,507,3,...,"2003-09-01 00:00:00"
373,695,3,...,"2003-09-01 00:00:00"
374,735,3,...,"2003-09-01 00:00:00"
375,425,3,...,"2003-09-01 00:00:00"
376,655,3,...,"2002-08-01 00:00:00"
377,795,3,...,"2002-08-01 00:00:00"
378,796,3,...,"2003-08-01 00:00:00"
379,874,3,...,"2002-09-01 00:00:00"
380,875,3,...,"2002-07-01 00:00:00"
381,601,3,...,"2002-08-01 00:00:00"
382,602,3,...,"2002-09-01 00:00:00"
383,1051,3,...,"2001-10-01 00:00:00"
384,1052,3,...,"2001-08-01 00:00:00"
385,1053,3,...,"2001-08-01 00:00:00"
386,950,3,...,"2001-09-01 00:00:00"
387,951,3,...,"2002-07-01 00:00:00"
388,508,3,...,"2002-12-01 00:00:00"
389,509,3,...,"2001-08-01 00:00:00"
390,510,3,...,"2001-11-01 00:00:00"
391,696,3,...,"2003-08-01 00:00:00"
392,736,3,...,"2003-07-01 00:00:00"
393,426,3,...,"2003-08-01 00:00:00"
394,656,3,...,"2003-08-01 00:00:00"
395,797,3,...,"2002-09-01 00:00:00"
396,798,3,...,"2002-08-01 00:00:00"
397,876,3,...,"2001-07-01 00:00:00"
398,877,3,...,"2002-07-01 00:00:00"
399,603,3,...,"2003-08-01 00:00:00"
400,604,3,...,"2003-09-01 00:00:00"
401,1054,3,...,"2001-08-01 00:00:00"
402,1055,3,...,"2001-08-01 00:00:00"
403,1056,3,...,"2001-08-01 00:00:00"
404,952,3,...,"2002-07-01 00:00:00"
405,953,3,...,"2002-07-01 00:00:00"
406,511,3,...,"2002-12-01 00:00:00"
407,512,3,...,"2003-09-01 00:00:00"
408,513,3,...,"2003-09-01 00:00:00"
409,697,3,...,"2003-09-01 00:00:00"
410,737,3,...,"2003-08-01 00:00:00"
411,427,3,...,"2003-08-01 00:00:00"
412,657,3,...,"2002-08-01 00:00:00"
413,799,3,...,"2002-08-01 00:00:00"
414,800,3,...,"2002-07-01 00:00:00"
415,878,3,...,"2002-07-01 00:00:00"
416,879,3,...,"2002-07-01 00:00:00"
417,605,3,...,"2001-09-01 00:00:00"
418,606,3,...,"2001-09-01 00:00:00"
419,1057,3,...,"2001-09-01 00:00:00"
420,1058,3,...,"2003-09-01 00:00:00"
421,1059,3,...,"2003-07-01 00:00:00"
422,954,3,...,"2001-08-01 00:00:00"
423,955,3,...,"2001-07-01 00:00:00"
424,514,3,...,"2002-09-01 00:00:00"
425,515,3,...,"2002-07-01 00:00:00"
426,516,3,...,"2002-08-01 00:00:00"
427,698,3,...,"2003-08-01 00:00:00"
428,738,3,...,"2003-09-01 00:00:00"
429,428,3,...,"2003-07-01 00:00:00"
430,658,3,...,"2002-08-01 00:00:00"
431,801,3,...,"2001-07-01 00:00:00"
432,802,3,...,"2001-08-01 00:00:00"
433,880,3,...,"2001-08-01 00:00:00"
434,881,3,...,"2002-10-01 00:00:00"
435,607,3,...,"2002-08-01 00:00:00"
436,608,3,...,"2002-08-01 00:00:00"
437,1060,3,...,"2002-07-01 00:00:00"
438,1061,3,...,"2001-12-01 00:00:00"
439,1062,3,...,"2001-09-01 00:00:00"
440,956,3,...,"2002-07-01 00:00:00"
441,957,3,...,"2003-08-01 00:00:00"
442,517,3,...,"2001-07-01 00:00:00"
443,518,3,...,"2003-09-01 00:00:00"
444,519,3,...,"2002-08-01 00:00:00"
445,699,3,...,"2003-09-01 00:00:00"
446,739,3,...,"2003-08-01 00:00:00"
447,429,3,...,"2003-08-01 00:00:00"
448,659,3,...,"2003-09-01 00:00:00"
449,803,3,...,"2002-08-01 00:00:00"
450,804,3,...,"2002-08-01 00:00:00"
451,882,3,...,"2003-07-01 00:00:00"
452,883,3,...,"2003-07-01 00:00:00"
453,609,3,...,"2001-09-01 00:00:00"
454,610,3,...,"2003-09-01 00:00:00"
455,1063,3,...,"2003-09-01 00:00:00"
456,1064,3,...,"2002-01-01 00:00:00"
457,1065,3,...,"2002-09-01 00:00:00"
458,958,3,...,"2001-07-01 00:00:00"
459,959,3,...,"2003-10-01 00:00:00"
460,520,3,...,"2001-09-01 00:00:00"
461,521,3,...,"2002-09-01 00:00:00"
462,522,3,...,"2003-02-01 00:00:00"
463,700,3,...,"2003-02-01 00:00:00"
464,740,3,...,"2003-09-01 00:00:00"
465,430,3,...,"2003-09-01 00:00:00"
466,660,3,...,"2003-09-01 00:00:00"
467,805,3,...,"2003-12-01 00:00:00"
468,806,3,...,"2002-08-01 00:00:00"
469,884,3,...,"2001-08-01 00:00:00"
470,885,3,...,"2003-09-01 00:00:00"
471,611,3,...,"2001-08-01 00:00:00"
472,612,3,...,"2002-09-01 00:00:00"
473,28,5,...,"2001-09-01 00:00:00"
473,1066,3,...,"2001-09-01 00:00:00"
474,1067,3,...,"2002-09-01 00:00:00"
475,1068,3,...,"2002-07-01 00:00:00"
476,960,3,...,"2002-08-01 00:00:00"
477,961,3,...,"2003-09-01 00:00:00"
478,523,3,...,"2001-08-01 00:00:00"
479,524,3,...,"2002-08-01 00:00:00"
480,525,3,...,"2001-07-01 00:00:00"
481,701,3,...,"2002-09-01 00:00:00"
482,741,3,...,"2003-07-01 00:00:00"
483,431,3,...,"2003-09-01 00:00:00"
484,661,3,...,"2002-08-01 00:00:00"
485,807,3,...,"2001-07-01 00:00:00"
486,808,3,...,"2001-07-01 00:00:00"
487,886,3,...,"2002-08-01 00:00:00"
488,887,3,...,"2002-09-01 00:00:00"
489,613,3,...,"2002-09-01 00:00:00"
490,614,3,...,"2002-09-01 00:00:00"
491,1069,3,...,"2001-07-01 00:00:00"
492,1070,3,...,"2001-08-01 00:00:00"
493,1071,3,...,"2002-11-01 00:00:00"
494,962,3,...,"2002-07-01 00:00:00"
495,963,3,...,"2001-11-01 00:00:00"
496,526,3,...,"2002-07-01 00:00:00"
497,527,3,...,"2002-09-01 00:00:00"
498,528,3,...,"2001-09-01 00:00:00"
499,702,3,...,"2002-09-01 00:00:00"
500,742,3,...,"2002-09-01 00:00:00"
501,432,3,...,"2004-06-01 00:00:00"
502,662,3,...,"2002-09-01 00:00:00"
503,809,3,...,"2001-09-01 00:00:00"
504,810,3,...,"2001-07-01 00:00:00"
505,888,3,...,"2003-07-01 00:00:00"
506,889,3,...,"2001-07-01 00:00:00"
507,615,3,...,"2001-07-01 00:00:00"
508,616,3,...,"2001-07-01 00:00:00"
509,1072,3,...,"2003-09-01 00:00:00"
510,1073,3,...,"2001-07-01 00:00:00"
511,1074,3,...,"2001-07-01 00:00:00"
512,964,3,...,"2002-08-01 00:00:00"
513,965,3,...,"2002-08-01 00:00:00"
514,529,3,...,"2001-07-01 00:00:00"
515,530,3,...,"2001-07-01 00:00:00"
516,531,3,...,"2002-11-01 00:00:00"
517,703,3,...,"2002-11-01 00:00:00"
518,743,3,...,"2003-12-01 00:00:00"
519,433,3,...,"2003-08-01 00:00:00"
520,663,3,...,"2003-08-01 00:00:00"
521,811,3,...,"2003-08-01 00:00:00"
522,812,3,...,"2003-08-01 00:00:00"
523,1075,3,...,"2002-07-01 00:00:00"
524,966,3,...,"2002-08-01 00:00:00"
525,967,3,...,"2001-12-01 00:00:00"
526,532,3,...,"2001-12-01 00:00:00"
527,1076,3,...,"2001-08-01 00:00:00"
528,1077,3,...,"2001-11-01 00:00:00"
529,1078,3,...,"2002-08-01 00:00:00"
530,968,3,...,"2002-07-01 00:00:00"
531,969,3,...,"2001-11-01 00:00:00"
532,533,3,...,"2001-11-01 00:00:00"
533,534,3,...,"2001-08-01 00:00:00"
534,535,3,...,"2001-11-01 00:00:00"
535,704,3,...,"2002-08-01 00:00:00"
536,744,3,...,"2003-09-01 00:00:00"
537,434,3,...,"2003-09-01 00:00:00"
538,664,3,...,"2002-07-01 00:00:00"
539,813,3,...,"2003-09-01 00:00:00"
540,814,3,...,"2002-08-01 00:00:00"
541,890,3,...,"2001-11-01 00:00:00"
542,891,3,...,"2001-12-01 00:00:00"
543,617,3,...,"2003-06-01 00:00:00"
544,618,3,...,"2002-12-01 00:00:00"
545,1079,3,...,"2001-09-01 00:00:00"
546,1080,3,...,"2002-08-01 00:00:00"
547,1081,3,...,"2002-08-01 00:00:00"
548,970,3,...,"2001-08-01 00:00:00"
549,971,3,...,"2001-07-01 00:00:00"
550,536,3,...,"2002-09-01 00:00:00"
551,537,3,...,"2001-09-01 00:00:00"
552,538,3,...,"2003-08-01 00:00:00"
553,705,3,...,"2003-09-01 00:00:00"
554,745,3,...,"2003-08-01 00:00:00"
555,435,3,...,"2003-09-01 00:00:00"
556,665,3,...,"2003-08-01 00:00:00"
557,815,3,...,"2003-09-01 00:00:00"
558,816,3,...,"2001-08-01 00:00:00"
559,892,3,...,"2001-08-01 00:00:00"
560,893,3,...,"2003-07-01 00:00:00"
561,619,3,...,"2001-12-01 00:00:00"
562,620,3,...,"2001-09-01 00:00:00"
563,1082,3,...,"2003-08-01 00:00:00"
564,1083,3,...,"2003-05-01 00:00:00"
565,1084,3,...,"2003-05-01 00:00:00"
566,972,3,...,"2001-08-01 00:00:00"
567,973,3,...,"2001-09-01 00:00:00"
568,539,3,...,"2001-08-01 00:00:00"
569,540,3,...,"2001-08-01 00:00:00"
570,32,5,...,"2002-08-01 00:00:00"
570,541,3,...,"2002-08-01 00:00:00"
571,706,3,...,"2002-09-01 00:00:00"
572,746,3,...,"2003-07-01 00:00:00"
573,436,3,...,"2003-09-01 00:00:00"
574,666,3,...,"2002-08-01 00:00:00"
575,817,3,...,"2001-09-01 00:00:00"
576,818,3,...,"2001-09-01 00:00:00"
577,894,3,...,"2002-01-01 00:00:00"
578,895,3,...,"2001-07-01 00:00:00"
579,621,3,...,"2001-09-01 00:00:00"
580,622,3,...,"2002-03-01 00:00:00"
581,1085,3,...,"2001-09-01 00:00:00"
582,1086,3,...,"2003-09-01 00:00:00"
583,1087,3,...,"2002-08-01 00:00:00"
584,974,3,...,"2001-08-01 00:00:00"
585,975,3,...,"2001-09-01 00:00:00"
586,542,3,...,"2002-09-01 00:00:00"
587,543,3,...,"2002-09-01 00:00:00"
588,544,3,...,"2001-09-01 00:00:00"
589,707,3,...,"2001-09-01 00:00:00"
590,747,3,...,"2003-07-01 00:00:00"
591,437,3,...,"2003-07-01 00:00:00"
592,667,3,...,"2002-08-01 00:00:00"
