SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,ContactID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
43672,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43672,PO13862153537,10-4020-000119,119,844,282,6,464,464,5,3980,95915Vi20982,4,7345.0284,587.6023,183.6257,8116.2564,NULL,...,"2001-07-08 00:00:00"
43673,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43673,PO13775141242,10-4020-000618,618,398,275,2,821,821,5,1417,35931Vi7271,NULL,4474.5179,357.9614,111.8629,4944.3422,NULL,...,"2001-07-08 00:00:00"
43674,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43674,PO12760141756,10-4020-000083,83,131,282,6,458,458,5,19204,26081Vi99806,4,3149.2584,251.9407,78.7315,3479.9306,NULL,...,"2001-07-08 00:00:00"
43675,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43675,PO12412186464,10-4020-000670,670,380,277,3,631,631,5,11886,126121Vi61402,NULL,6835.9493,546.8759,170.8987,7553.7239,NULL,...,"2001-07-08 00:00:00"
43676,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43676,PO11861165059,10-4020-000017,17,364,275,5,755,755,5,18153,36168Vi94127,NULL,17040.8246,1363.266,426.0206,18830.1112,NULL,...,"2001-07-08 00:00:00"
43677,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43677,PO11049174786,10-4020-000679,679,377,278,6,556,556,5,14030,16302Vi72763,4,9338.7639,747.1011,233.4691,10319.3341,NULL,...,"2001-07-08 00:00:00"
43678,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43678,PO10817150168,10-4020-000203,203,447,281,4,1021,1021,5,5093,66363Vi26658,NULL,11775.9248,942.074,294.3981,13012.3969,NULL,...,"2001-07-08 00:00:00"
43679,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43679,PO10527142759,10-4020-000480,480,309,278,6,525,525,5,5439,126365Vi28482,4,1572.5395,125.8032,39.3135,1737.6562,NULL,...,"2001-07-08 00:00:00"
43680,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43680,PO10730130087,10-4020-000491,491,6,281,4,1069,1069,5,6653,126370Vi34642,NULL,13670.4923,1093.6394,341.7623,15105.894,NULL,...,"2001-07-08 00:00:00"
43681,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43681,PO1189177803,10-4020-000423,423,204,279,5,955,955,5,5301,16608Vi27707,NULL,16538.3348,1323.0668,413.4584,18274.86,NULL,...,"2001-07-08 00:00:00"
43682,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43682,PO1566124200,10-4020-000486,486,307,275,2,808,808,5,76,96712Vi373,NULL,4647.5028,371.8002,116.1876,5135.4906,NULL,...,"2001-07-08 00:00:00"
43683,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43683,PO2552113807,10-4020-000506,506,14,283,1,889,889,5,13045,76866Vi67506,NULL,51339.3613,4107.1489,1283.484,56729.9942,NULL,...,"2001-07-08 00:00:00"
43684,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43684,PO3393188842,10-4020-000549,549,475,279,5,971,971,5,267,37982Vi1394,NULL,6715.7647,537.2612,167.8941,7420.92,NULL,...,"2001-07-08 00:00:00"
43685,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43685,PO4176124783,10-4020-000458,458,862,279,5,958,958,5,2519,108058Vi13146,NULL,3290.0127,263.201,82.2503,3635.464,NULL,...,"2001-07-08 00:00:00"
43686,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43686,PO5075125561,10-4020-000344,344,142,283,1,871,871,5,14612,48152Vi75759,NULL,4155.9598,332.4768,103.899,4592.3356,NULL,...,"2001-07-08 00:00:00"
43687,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43687,PO4959110829,10-4020-000269,269,147,275,2,783,783,5,3235,128163Vi17021,NULL,1510.0521,120.8042,37.7513,1668.6076,NULL,...,"2001-07-08 00:00:00"
43688,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43688,PO5365136389,10-4020-000161,161,265,275,2,771,771,5,12399,88200Vi64099,NULL,15286.0479,1222.8838,382.1512,16891.0829,NULL,...,"2001-07-08 00:00:00"
43689,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43689,PO5626159507,10-4020-000166,166,186,277,4,578,578,5,13054,98228Vi67566,NULL,40893.6775,3271.4942,1022.3419,45187.5136,NULL,...,"2001-07-08 00:00:00"
43690,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43690,PO6235146326,10-4020-000431,431,51,275,3,801,801,5,2337,28321Vi12181,NULL,1552.5332,124.2027,38.8133,1715.5492,NULL,...,"2001-07-08 00:00:00"
43691,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43691,PO6409111675,10-4020-000292,292,103,277,4,592,592,5,242,28360Vi1235,NULL,1049.7528,83.9802,26.2438,1159.9768,NULL,...,"2001-07-08 00:00:00"
43692,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43692,PO7859187017,10-4020-000221,221,562,281,4,1024,1024,5,7176,108529Vi37251,NULL,46204.9742,3696.3979,1155.1244,51056.4965,NULL,...,"2001-07-08 00:00:00"
43693,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43693,PO8120182325,10-4020-000485,485,8,275,5,807,807,5,8937,128548Vi46064,NULL,24619.4551,1969.5564,615.4864,27204.4979,NULL,...,"2001-07-08 00:00:00"
43694,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43694,PO9657130250,10-4020-000315,315,75,279,5,943,943,5,7083,118748Vi36747,NULL,24729.0707,1978.3257,618.2268,27325.6232,NULL,...,"2001-07-08 00:00:00"
43695,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43695,PO10179176559,10-4020-000027,27,524,279,5,911,911,5,10163,128786Vi52413,NULL,47343.2903,3787.4632,1183.5823,52314.3358,NULL,...,"2001-07-08 00:00:00"
43696,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,0,SO43696,PO9947131800,10-4020-000603,603,403,279,5,977,977,5,1402,98787Vi7192,NULL,503.3507,40.2681,12.5838,556.2026,NULL,...,"2001-07-08 00:00:00"
43697,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,1,SO43697,NULL,10-4030-021768,21768,13278,NULL,6,23148,23148,1,4319,530200Vi22686,4,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-08 00:00:00"
43698,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,1,SO43698,NULL,10-4030-028389,28389,14719,NULL,7,24593,24593,1,16625,1231736Vi86048,8,3399.99,271.9992,84.9998,3756.989,NULL,...,"2001-07-08 00:00:00"
43699,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,1,SO43699,NULL,10-4030-025863,25863,9753,NULL,1,19613,19613,1,5796,333376Vi30244,NULL,3399.99,271.9992,84.9998,3756.989,NULL,...,"2001-07-08 00:00:00"
43700,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,1,SO43700,NULL,10-4030-014501,14501,10411,NULL,4,20278,20278,1,12860,733791Vi66509,NULL,699.0982,55.9279,17.4775,772.5036,NULL,...,"2001-07-08 00:00:00"
43701,1,"2001-07-01 00:00:00","2001-07-13 00:00:00","2001-07-08 00:00:00",5,1,SO43701,NULL,10-4030-011003,11003,10558,NULL,9,20425,20425,1,11150,335093Vi57504,2,3399.99,271.9992,84.9998,3756.989,NULL,...,"2001-07-08 00:00:00"
43702,1,"2001-07-02 00:00:00","2001-07-14 00:00:00","2001-07-09 00:00:00",5,1,SO43702,NULL,10-4030-027645,27645,12714,NULL,4,22584,22584,1,8087,1230194Vi41919,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-09 00:00:00"
43703,1,"2001-07-02 00:00:00","2001-07-14 00:00:00","2001-07-09 00:00:00",5,1,SO43703,NULL,10-4030-016624,16624,14097,NULL,9,23967,23967,1,9497,1234632Vi48985,15,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-09 00:00:00"
43704,1,"2001-07-02 00:00:00","2001-07-14 00:00:00","2001-07-09 00:00:00",5,1,SO43704,NULL,10-4030-011005,11005,6190,NULL,9,16025,16025,1,1988,835095Vi10342,15,3374.99,269.9992,84.3748,3729.364,NULL,...,"2001-07-09 00:00:00"
43705,1,"2001-07-02 00:00:00","2001-07-14 00:00:00","2001-07-09 00:00:00",5,1,SO43705,NULL,10-4030-011011,11011,17458,NULL,9,27345,27345,1,7205,1035101Vi37381,15,3399.99,271.9992,84.9998,3756.989,NULL,...,"2001-07-09 00:00:00"
43706,1,"2001-07-03 00:00:00","2001-07-15 00:00:00","2001-07-10 00:00:00",5,1,SO43706,NULL,10-4030-027621,27621,3429,NULL,4,13264,13264,1,10912,230189Vi56258,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-10 00:00:00"
43707,1,"2001-07-03 00:00:00","2001-07-15 00:00:00","2001-07-10 00:00:00",5,1,SO43707,NULL,10-4030-027616,27616,11053,NULL,4,20923,20923,1,19069,230298Vi99064,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-10 00:00:00"
43708,1,"2001-07-03 00:00:00","2001-07-15 00:00:00","2001-07-10 00:00:00",5,1,SO43708,NULL,10-4030-020042,20042,8574,NULL,10,18427,18427,1,4369,130402Vi22912,35,699.0982,55.9279,17.4775,772.5036,NULL,...,"2001-07-10 00:00:00"
43709,1,"2001-07-03 00:00:00","2001-07-15 00:00:00","2001-07-10 00:00:00",5,1,SO43709,NULL,10-4030-016351,16351,4116,NULL,9,13951,13951,1,15524,1034602Vi80214,28,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-10 00:00:00"
43710,1,"2001-07-03 00:00:00","2001-07-15 00:00:00","2001-07-10 00:00:00",5,1,SO43710,NULL,10-4030-016517,16517,15562,NULL,9,25446,25446,1,5764,1134614Vi30135,28,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-10 00:00:00"
43711,1,"2001-07-04 00:00:00","2001-07-16 00:00:00","2001-07-11 00:00:00",5,1,SO43711,NULL,10-4030-027606,27606,8551,NULL,1,18404,18404,1,3043,430293Vi16007,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-11 00:00:00"
43712,1,"2001-07-04 00:00:00","2001-07-16 00:00:00","2001-07-11 00:00:00",5,1,SO43712,NULL,10-4030-013513,13513,11997,NULL,8,21867,21867,1,6213,1231128Vi32292,45,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-11 00:00:00"
43713,1,"2001-07-05 00:00:00","2001-07-17 00:00:00","2001-07-12 00:00:00",5,1,SO43713,NULL,10-4030-027601,27601,2035,NULL,4,11855,11855,1,16570,830288Vi85808,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-12 00:00:00"
43714,1,"2001-07-05 00:00:00","2001-07-17 00:00:00","2001-07-12 00:00:00",5,1,SO43714,NULL,10-4030-013591,13591,5334,NULL,10,15169,15169,1,15963,1031124Vi82522,61,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-12 00:00:00"
43715,1,"2001-07-05 00:00:00","2001-07-17 00:00:00","2001-07-12 00:00:00",5,1,SO43715,NULL,10-4030-016483,16483,18322,NULL,9,28213,28213,1,7985,1134605Vi41375,54,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-12 00:00:00"
43716,1,"2001-07-05 00:00:00","2001-07-17 00:00:00","2001-07-12 00:00:00",5,1,SO43716,NULL,10-4030-016529,16529,13687,NULL,9,23557,23557,1,5873,534626Vi30635,54,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-12 00:00:00"
43717,1,"2001-07-05 00:00:00","2001-07-17 00:00:00","2001-07-12 00:00:00",5,1,SO43717,NULL,10-4030-025249,25249,1989,NULL,9,11809,11809,1,5700,1235425Vi29858,54,699.0982,55.9279,17.4775,772.5036,NULL,...,"2001-07-12 00:00:00"
43718,1,"2001-07-06 00:00:00","2001-07-18 00:00:00","2001-07-13 00:00:00",5,1,SO43718,NULL,10-4030-027668,27668,15462,NULL,1,25346,25346,1,3049,530203Vi16052,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-13 00:00:00"
43719,1,"2001-07-06 00:00:00","2001-07-18 00:00:00","2001-07-13 00:00:00",5,1,SO43719,NULL,10-4030-027612,27612,4019,NULL,4,13854,13854,1,5998,1130295Vi31203,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-13 00:00:00"
43720,1,"2001-07-06 00:00:00","2001-07-18 00:00:00","2001-07-13 00:00:00",5,1,SO43720,NULL,10-4030-013264,13264,8731,NULL,8,18584,18584,1,2765,831105Vi14399,71,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-13 00:00:00"
43721,1,"2001-07-06 00:00:00","2001-07-18 00:00:00","2001-07-13 00:00:00",5,1,SO43721,NULL,10-4030-013590,13590,12276,NULL,10,22146,22146,1,11950,331111Vi61776,74,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-13 00:00:00"
43722,1,"2001-07-07 00:00:00","2001-07-19 00:00:00","2001-07-14 00:00:00",5,1,SO43722,NULL,10-4030-013581,13581,14120,NULL,10,23990,23990,1,12191,331099Vi63048,87,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-14 00:00:00"
43723,1,"2001-07-07 00:00:00","2001-07-19 00:00:00","2001-07-14 00:00:00",5,1,SO43723,NULL,10-4030-014520,14520,2879,NULL,1,12708,12708,1,16949,833793Vi87871,NULL,699.0982,55.9279,17.4775,772.5036,NULL,...,"2001-07-14 00:00:00"
43724,1,"2001-07-07 00:00:00","2001-07-19 00:00:00","2001-07-14 00:00:00",5,1,SO43724,NULL,10-4030-016520,16520,15688,NULL,9,25572,25572,1,6336,834617Vi32891,80,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-14 00:00:00"
43725,1,"2001-07-08 00:00:00","2001-07-20 00:00:00","2001-07-15 00:00:00",5,1,SO43725,NULL,10-4030-013258,13258,13574,NULL,8,23444,23444,1,6640,832136Vi34578,97,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-15 00:00:00"
43726,1,"2001-07-08 00:00:00","2001-07-20 00:00:00","2001-07-15 00:00:00",5,1,SO43726,NULL,10-4030-014560,14560,16103,NULL,4,25989,25989,1,8533,533796Vi44130,NULL,699.0982,55.9279,17.4775,772.5036,NULL,...,"2001-07-15 00:00:00"
43727,1,"2001-07-08 00:00:00","2001-07-20 00:00:00","2001-07-15 00:00:00",5,1,SO43727,NULL,10-4030-016607,16607,5667,NULL,9,15502,15502,1,11407,834627Vi58835,93,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-15 00:00:00"
43728,1,"2001-07-09 00:00:00","2001-07-21 00:00:00","2001-07-16 00:00:00",5,1,SO43728,NULL,10-4030-027666,27666,10749,NULL,4,20616,20616,1,15630,130201Vi80748,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-16 00:00:00"
43729,1,"2001-07-09 00:00:00","2001-07-21 00:00:00","2001-07-16 00:00:00",5,1,SO43729,NULL,10-4030-011238,11238,2592,NULL,10,12420,12420,1,2636,831735Vi13701,113,3399.99,271.9992,84.9998,3756.989,NULL,...,"2001-07-16 00:00:00"
43730,1,"2001-07-09 00:00:00","2001-07-21 00:00:00","2001-07-16 00:00:00",5,1,SO43730,NULL,10-4030-025861,25861,13863,NULL,4,23733,23733,1,13323,333375Vi69103,NULL,3399.99,271.9992,84.9998,3756.989,NULL,...,"2001-07-16 00:00:00"
43731,1,"2001-07-09 00:00:00","2001-07-21 00:00:00","2001-07-16 00:00:00",5,1,SO43731,NULL,10-4030-016629,16629,4184,NULL,9,14019,14019,1,14302,834633Vi74142,106,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-16 00:00:00"
43732,1,"2001-07-09 00:00:00","2001-07-21 00:00:00","2001-07-16 00:00:00",5,1,SO43732,NULL,10-4030-011025,11025,11765,NULL,9,21635,21635,1,10882,1235104Vi56140,106,3374.99,269.9992,84.3748,3729.364,NULL,...,"2001-07-16 00:00:00"
43733,1,"2001-07-09 00:00:00","2001-07-21 00:00:00","2001-07-16 00:00:00",5,1,SO43733,NULL,10-4030-027577,27577,14698,NULL,1,24572,24572,1,10600,135716Vi54667,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-16 00:00:00"
43734,1,"2001-07-10 00:00:00","2001-07-22 00:00:00","2001-07-17 00:00:00",5,1,SO43734,NULL,10-4030-027604,27604,13354,NULL,1,23224,23224,1,15365,330290Vi79368,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-17 00:00:00"
43735,1,"2001-07-10 00:00:00","2001-07-22 00:00:00","2001-07-17 00:00:00",5,1,SO43735,NULL,10-4030-016522,16522,15500,NULL,9,25384,25384,1,6526,1034619Vi33896,119,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-17 00:00:00"
43736,1,"2001-07-10 00:00:00","2001-07-22 00:00:00","2001-07-17 00:00:00",5,1,SO43736,NULL,10-4030-011002,11002,10469,NULL,9,20336,20336,1,1416,1135092Vi7270,119,3399.99,271.9992,84.9998,3756.989,NULL,...,"2001-07-17 00:00:00"
43737,1,"2001-07-11 00:00:00","2001-07-23 00:00:00","2001-07-18 00:00:00",5,1,SO43737,NULL,10-4030-013261,13261,19866,NULL,8,29772,29772,1,NULL,NULL,136,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-18 00:00:00"
43738,1,"2001-07-11 00:00:00","2001-07-23 00:00:00","2001-07-18 00:00:00",5,1,SO43738,NULL,10-4030-011606,11606,16281,NULL,7,26167,26167,1,12005,631125Vi62053,138,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-18 00:00:00"
43739,1,"2001-07-11 00:00:00","2001-07-23 00:00:00","2001-07-18 00:00:00",5,1,SO43739,NULL,10-4030-013563,13563,19358,NULL,10,29262,29262,1,NULL,NULL,139,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-18 00:00:00"
43740,1,"2001-07-11 00:00:00","2001-07-23 00:00:00","2001-07-18 00:00:00",5,1,SO43740,NULL,10-4030-016527,16527,18528,NULL,9,28420,28420,1,18137,834624Vi94036,132,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-18 00:00:00"
43741,1,"2001-07-12 00:00:00","2001-07-24 00:00:00","2001-07-19 00:00:00",5,1,SO43741,NULL,10-4030-027671,27671,3203,NULL,1,13036,13036,1,4679,530206Vi24524,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-19 00:00:00"
43742,1,"2001-07-12 00:00:00","2001-07-24 00:00:00","2001-07-19 00:00:00",5,1,SO43742,NULL,10-4030-013576,13576,11096,NULL,10,20966,20966,1,17254,932138Vi89574,152,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-19 00:00:00"
43743,1,"2001-07-12 00:00:00","2001-07-24 00:00:00","2001-07-19 00:00:00",5,1,SO43743,NULL,10-4030-011007,11007,3078,NULL,9,12909,12909,1,1546,1235097Vi7903,145,3399.99,271.9992,84.9998,3756.989,NULL,...,"2001-07-19 00:00:00"
43744,1,"2001-07-12 00:00:00","2001-07-24 00:00:00","2001-07-19 00:00:00",5,1,SO43744,NULL,10-4030-016631,16631,2595,NULL,9,12423,12423,1,12980,635648Vi67147,145,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-19 00:00:00"
43745,1,"2001-07-13 00:00:00","2001-07-25 00:00:00","2001-07-20 00:00:00",5,1,SO43745,NULL,10-4030-016514,16514,15140,NULL,9,25018,25018,1,9626,634611Vi49589,158,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-20 00:00:00"
43746,1,"2001-07-13 00:00:00","2001-07-25 00:00:00","2001-07-20 00:00:00",5,1,SO43746,NULL,10-4030-016616,16616,18323,NULL,9,28214,28214,1,5138,434629Vi26884,158,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-20 00:00:00"
43747,1,"2001-07-14 00:00:00","2001-07-26 00:00:00","2001-07-21 00:00:00",5,1,SO43747,NULL,10-4030-027623,27623,17354,NULL,4,27241,27241,1,16044,1230190Vi82952,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-21 00:00:00"
43748,1,"2001-07-14 00:00:00","2001-07-26 00:00:00","2001-07-21 00:00:00",5,1,SO43748,NULL,10-4030-027625,27625,6820,NULL,1,16663,16663,1,14948,430191Vi77442,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-21 00:00:00"
43749,1,"2001-07-14 00:00:00","2001-07-26 00:00:00","2001-07-21 00:00:00",5,1,SO43749,NULL,10-4030-027636,27636,8025,NULL,1,17878,17878,1,12504,130192Vi64692,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-21 00:00:00"
43750,1,"2001-07-14 00:00:00","2001-07-26 00:00:00","2001-07-21 00:00:00",5,1,SO43750,NULL,10-4030-011591,11591,16808,NULL,7,26694,26694,1,15541,1131100Vi80273,177,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-21 00:00:00"
43751,1,"2001-07-14 00:00:00","2001-07-26 00:00:00","2001-07-21 00:00:00",5,1,SO43751,NULL,10-4030-011592,11592,7568,NULL,7,17421,17421,1,711,331101Vi3645,177,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-21 00:00:00"
43752,1,"2001-07-14 00:00:00","2001-07-26 00:00:00","2001-07-21 00:00:00",5,1,SO43752,NULL,10-4030-013265,13265,16084,NULL,8,25970,25970,1,2736,731107Vi14233,175,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-21 00:00:00"
43753,1,"2001-07-14 00:00:00","2001-07-26 00:00:00","2001-07-21 00:00:00",5,1,SO43753,NULL,10-4030-016482,16482,9575,NULL,9,19434,19434,1,7588,734604Vi39312,171,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-21 00:00:00"
43754,1,"2001-07-15 00:00:00","2001-07-27 00:00:00","2001-07-22 00:00:00",5,1,SO43754,NULL,10-4030-027617,27617,8846,NULL,1,18700,18700,1,9734,630188Vi50171,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-07-22 00:00:00"
